ID,Approved
APPA70109647212,0.003291613091875945
APPB10687939341,0.03250944804439991
APPC80449411414,0.0008178289743856009
APPD30665094501,0.0009817930746309177
APPE80379821637,0.00456602782212667
APPF90611935733,0.002374930869069344
APPG20993415813,0.03636872260994966
APPH30656456927,0.002405608411085232
APPI70297912043,0.004225253423289838
APPJ50119937105,0.029075350917497998
APPK30106042233,0.005315653651879064
APPL40962417345,0.000712530296885136
APPM90265624408,0.0001062352130792554
APPN80816878501,0.006962209028032177
APPO80036467625,0.002370702960405309
APPP70300016724,0.031511509570765935
APPQ20714935844,0.04891348395356473
APPR10725816917,0.006772011824464861
APPT80995817106,0.0007622165815570768
APPU10455032232,0.005257180876893711
APPV20523998348,0.003593194033788175
APPW70096327441,0.007065555523930342
APPX50146048546,0.004517535460933909
APPY80200205609,0.01577585923315436
APPZ70268239711,0.010700874901509167
APPB10908859928,0.016138400111811647
APPC60646419006,0.000973523288101905
APPD70986505145,0.0044527991422451015
APPE40974536227,0.0005762928802989462
APPF80212605331,0.017063538560976158
APPG70118514422,0.025729984099357384
APPH60330147508,0.0008650006521136889
APPI70857836611,0.0043753849791729645
APPL20333186904,0.029830818224622576
APPM70580221014,0.0012991442079677415
APPN30606238135,0.01819996947786453
APPQ60782014415,0.012366049760632597
APPT80140966721,0.021579210861567878
APPU80930365832,0.00022481145026142312
APPV80124518928,0.0002602819926004935
APPW90476067036,0.006634772140426825
APPX90531514107,0.017297558941387382
APPY80613652222,0.02279301177739045
APPA60775566448,0.01317482505237612
APPC70771774625,0.012939652030838428
APPF80168055929,0.03314328635424754
APPG50757073027,0.011887411514351173
APPH30859115106,0.0056619772845171714
APPJ10885387332,0.02910117866896016
APPK40949346408,0.011913174578627747
APPL60776142522,0.07521715685395955
APPN50729023734,0.0026862810157885584
APPP70407207923,0.016883904955305666
APPR40227782118,0.07521715685395955
APPV80504514517,0.012631268680108129
APPW80566048613,0.003099953956944705
APPX80187469727,0.004600885746631639
APPZ30260508907,0.0010633836652138649
APPA50518171015,0.03259026413918482
APPB40882474103,0.0037557829645606484
APPC60427976226,0.024092521177136898
APPD90513037337,0.028653232792015502
APPG50800243623,0.0327040366323307
APPH10433332748,0.015933708095928117
APPI40348921805,0.005818345992518262
APPJ80439618906,0.0002983638206618872
APPK30634359001,0.002210832870740001
APPL40047305118,0.07521715685395955
APPM70985326241,0.002418030109461929
APPN20760216327,0.003712422689894191
APPO10519239445,0.009583222363220605
APPP70822536506,0.004936649259236334
APPQ10182368643,0.011421570000798914
APPR30764178704,0.001002788357998575
APPS60446465843,0.015929571816472164
APPT20264132924,0.003864480464317383
APPV90184745108,0.028660786205507986
APPX70050373318,0.0008860638037851212
APPY80240353432,0.036481066652330515
APPZ80848953507,0.0007958891230325233
APPD10500401933,0.010929009379125484
APPE10200701029,0.03946106988257251
APPF90094523116,0.02274524113090062
APPG60519369247,0.05491824198782587
APPH70673564343,0.0026065543292811844
APPI10312387415,0.006396088483006453
APPJ20310967521,0.017003935671353686
APPK80886344639,0.003045753799595831
APPM60863037811,0.03150045815722826
APPN50560289924,0.010822775425019478
APPO70832217022,0.022913257165418553
APPP60583131103,0.07111230958829132
APPR30748409317,0.008550609704567835
APPS10305693407,0.0028940003864171703
APPT10792153527,0.02190674970855334
APPU80979985636,0.029091285591486445
APPW90127018832,0.03095201852398621
APPX40629447906,0.07521715685395955
APPZ20101292145,0.004149118060100017
APPB10848417338,0.006267086740058596
APPC40239663433,0.015010514787486908
APPD20097051518,0.05621872671077539
APPE50963262622,0.01108779777477527
APPF90075697702,0.06444622126170417
APPH10711077908,0.007027581493971493
APPI90021288035,0.0002813321748192577
APPJ80748148121,0.0002734283705685204
APPK10288641218,0.013985175719187774
APPL90732086337,0.004307129089642717
APPM70990842401,0.011296511874040457
APPN80617857512,0.0005606931678418025
APPO50383745617,0.0018324268714353497
APPP60172178734,0.0019138845341701595
APPR10764977942,0.0540972473778288
APPT10480648139,0.022691917646764193
APPU60453258232,0.009514974184702846
APPX90855367529,0.010970034696847101
APPY50250927615,0.015929571816472164
APPZ70422039734,0.0067548600369947975
APPA30393886847,0.02479328974805776
APPB50127764908,0.007330170479267634
APPC10119469018,0.01425338682760017
APPD90858748146,0.0015364755396878314
APPE30664988236,0.026236898225904724
APPF20625877301,0.01089702538468081
APPH30151345509,0.006629162661003536
APPI50441679612,0.001072267047242214
APPJ30361269731,0.03629127921752491
APPL80614874904,0.0019124097285576085
APPM50228117025,0.02665248675387188
APPN70012683119,0.010987487115787186
APPO90770468211,0.009002127149055834
APPP10156766334,0.017892514397443392
APPQ40631778427,0.0005304746065584521
APPR70506299542,0.050296736793413684
APPS70665146644,0.042077553398665306
APPT70349004743,0.002159891403532394
APPU30993402848,0.01701497251720273
APPW20622431049,0.0017949445316675654
APPY20361501233,0.02180938762898748
APPZ10238963306,0.014710472121999506
APPA30874904437,0.0027098580418647394
APPB80692747529,0.04620110232938022
APPC30041629643,0.0008275762458981009
APPD30315929734,0.01029638749132476
APPE10332383835,0.0027832348575289496
APPF50037929916,0.046374851461094095
APPG10834503041,0.04522339401132144
APPH40967627122,0.013373913548499811
APPI70312298206,0.000621363188018505
APPJ70743728327,0.008212718230076872
APPK30679331423,0.027746810006696966
APPL60294817522,0.0004673874718978295
APPM80605571641,0.0028921448806300703
APPO70732754849,0.007300200372902278
APPR90083345128,0.01471472537545109
APPS40024724225,0.0015512960891499177
APPT10406402302,0.04655456173887061
APPU60142311444,0.03590380167114048
APPX40155362702,0.00859418346515416
APPY80690085843,0.0366028912381851
APPZ20729429941,0.0027075491214644818
APPA30531058029,0.07521715685395955
APPB80250096128,0.003818618332072011
APPC40216184236,0.0014551816739940397
APPE30598585445,0.0018620698200128506
APPF10464165547,0.000678043573583714
APPG20162638632,0.03670661593530368
APPH90167759721,0.005296151425941212
APPK10401968049,0.019875312191609925
APPL80146029119,0.00219237158186982
APPM80613619234,0.004307420553655675
APPN70433746315,0.00028229116226758657
APPQ50809898611,0.01411320505960256
APPR30401199701,0.036714677236118605
APPT30401057907,0.0012495689343585666
APPU40338646029,0.004314640348455477
APPV90359067103,0.03046203469628805
APPW10851598244,0.022782423486752718
APPX40611544343,0.00444322754558365
APPZ50667726527,0.010688885432388471
APPA60969495628,0.004885509697861183
APPB10846839717,0.001672719308629657
APPD70004475949,0.004317638980623702
APPE10769524014,0.02295194534734863
APPF20373584102,0.0013756191084073536
APPG80309102235,0.03239978918595895
APPH70805423317,0.07521715685395955
APPI30449607434,0.023039545176994636
APPK40305944614,0.02187551839596554
APPM80631303825,0.06907448171191756
APPN30539354908,0.0023346270769312857
APPO30398314007,0.04149630209798105
APPP10295059142,0.010197562382907805
APPQ40182527233,0.07290804091451145
APPR30592087313,0.0006955751177864766
APPS10451308445,0.012245803876879041
APPT20436718504,0.000293805304857543
APPV10000594728,0.027880597248363385
APPW70591476837,0.0505582220007895
APPX90545539932,0.005202345958778234
APPZ20555868104,0.05611056048936896
APPB50601165302,0.021304146319439384
APPC20734091446,0.01296722126519308
APPD30922661508,0.001368651485445189
APPG30388623817,0.06092226653779028
APPI50436511029,0.011430831589000828
APPK40504961223,0.015929571816472164
APPL10249834346,0.009683688602403146
APPM10566295434,0.013086271841316291
APPN20971698507,0.006390050806814691
APPQ40557318821,0.0011964353791372971
APPR10411907921,0.008328930912574018
APPS60110651012,0.017184848585528947
APPT90980498131,0.02106154081937512
APPU30110017218,0.018726981908905035
APPW20800678439,0.009289105518441806
APPY20781789607,0.0011859910977047644
APPA50891789808,0.004453118917591028
APPB30105755939,0.0009747200217388973
APPC10078523014,0.006402759078738605
APPD10297832113,0.016797672091961337
APPF10931767336,0.006092190904961
APPG80133423412,0.01389430005101279
APPH30423329507,0.03175840664441546
APPI70671544622,0.015929571816472164
APPJ70709397705,0.0008171548471078915
APPK30507806814,0.006793995873357078
APPL20563609928,0.0008171548471078915
APPN60526055126,0.0003140202629745905
APPO60496324234,0.0003715539799672572
APPP90372528312,0.013594838294911723
APPQ50563508447,0.0009487403433587727
APPR60834219523,0.014547468868706344
APPS90066401613,0.00534045711889368
APPT60413282714,0.0522728520060345
APPU80357653811,0.02005731712752896
APPV50558107929,0.06120591106860687
APPW80305276026,0.014943951651630169
APPX40140715111,0.005071505790438686
APPY80579525228,0.004397549739388248
APPA60414888433,0.0030126447794666055
APPB90587842501,0.021869514105088972
APPC40254714615,0.04721384513904703
APPD90427937716,0.00316693722317948
APPE40482289843,0.0065324398290623675
APPF90606858947,0.025156041322520986
APPG20179041024,0.06619676211134674
APPH10099261128,0.022834376795365957
APPI80998283208,0.007008719639341915
APPJ50706714349,0.0006913382467976902
APPK60768689411,0.001463995275276953
APPL60280043529,0.00943851245706147
APPM30351953604,0.0006205808071392127
APPN40064845722,0.0008149178549290728
APPO80082812849,0.01171283593248036
APPP40129305907,0.012361324556042731
APPR70479248144,0.020214167262476462
APPS30106692249,0.041745343980809146
APPT70183535323,0.024250077498441495
APPV30072491521,0.004453873827478413
APPW90317034634,0.02800777403883613
APPX10590833748,0.010112176754654917
APPZ50321995912,0.01748107108062257
APPC20846683233,0.002858139780241635
APPD30035557339,0.002004256751814892
APPE60995955439,0.0028071403507891907
APPF40348771514,0.05473053839225057
APPG60525674638,0.007750483249253141
APPI60914532813,0.04110968980697804
APPJ50135705908,0.03608005749587951
APPK80834239033,0.015708030775745344
APPL30367787124,0.005633220474900889
APPM50365154243,0.04337015719054148
