ID,Approved
APPA70109647212,0.004223927492004337
APPB10687939341,0.018771520310532055
APPC80449411414,0.0011873666017327832
APPD30665094501,0.0014830403439193647
APPE80379821637,0.00180210322277441
APPF90611935733,0.00125135883779002
APPG20993415813,0.03188878444319012
APPH30656456927,0.001970445498003299
APPI70297912043,0.007837450216797052
APPJ50119937105,0.03008073416806694
APPK30106042233,0.007322582554823343
APPL40962417345,0.014551019689519733
APPM90265624408,0.00025271670756173034
APPN80816878501,0.010631140508695605
APPO80036467625,0.025266314012896394
APPP70300016724,0.016820572282665
APPQ20714935844,0.03828184058615803
APPR10725816917,0.010780517144402242
APPT80995817106,0.00176315691545117
APPU10455032232,0.0035891465303500634
APPV20523998348,0.009631689311267597
APPW70096327441,0.0038312596101317898
APPX50146048546,0.004867144019467728
APPY80200205609,0.010732858632722815
APPZ70268239711,0.01656199289710299
APPB10908859928,0.011121817340349806
APPC60646419006,0.0008628583723488564
APPD70986505145,0.005687078598410155
APPE40974536227,0.000712863644061316
APPF80212605331,0.011235793789672283
APPG70118514422,0.030178344294349967
APPH60330147508,0.0018213360189019096
APPI70857836611,0.006256263768910331
APPL20333186904,0.02999631768605506
APPM70580221014,0.0010702164971248779
APPN30606238135,0.0210731064331877
APPQ60782014415,0.011673843079401844
APPT80140966721,0.019744852285622776
APPU80930365832,0.0012888471277491252
APPV80124518928,0.009018672104461119
APPW90476067036,0.0031624663478365895
APPX90531514107,0.01254394437100921
APPY80613652222,0.020210054666309905
APPA60775566448,0.013835162442702886
APPC70771774625,0.02365212290995601
APPF80168055929,0.033050958980922876
APPG50757073027,0.028327628789225446
APPH30859115106,0.009020171435717539
APPJ10885387332,0.018493534954755166
APPK40949346408,0.018087200314551605
APPL60776142522,0.19709591370979793
APPN50729023734,0.002472543148051878
APPP70407207923,0.00757245744932853
APPR40227782118,0.10660599255044148
APPV80504514517,0.00744736825146502
APPW80566048613,0.003870286687871891
APPX80187469727,0.003271805271730281
APPZ30260508907,0.002331622397416933
APPA50518171015,0.03226269719213689
APPB40882474103,0.0021282170563225295
APPC60427976226,0.028953826728440157
APPD90513037337,0.02658309532080127
APPG50800243623,0.04862245855632462
APPH10433332748,0.025832230961593844
APPI40348921805,0.008482476256089654
APPJ80439618906,0.0011215811541698936
APPK30634359001,0.004821115246098314
APPL40047305118,0.040651192615707786
APPM70985326241,0.000698741858636096
APPN20760216327,0.005086861704610342
APPO10519239445,0.01909728754362029
APPP70822536506,0.0026154949619867423
APPQ10182368643,0.013625076418385673
APPR30764178704,0.002864373050300165
APPS60446465843,0.002353374445420997
APPT20264132924,0.002030577076000171
APPV90184745108,0.02715664193150029
APPX70050373318,0.0009621556225804119
APPY80240353432,0.04895658673132183
APPZ80848953507,0.007318705630978746
APPD10500401933,0.014165917192828063
APPE10200701029,0.029838970386991945
APPF90094523116,0.004734725579236337
APPG60519369247,0.04753428672930575
APPH70673564343,0.004024694483319716
APPI10312387415,0.010445894279034435
APPJ20310967521,0.014103014370873336
APPK80886344639,0.0033840288468397497
APPM60863037811,0.04339116234578797
APPN50560289924,0.012947094905443077
APPO70832217022,0.02561659168559722
APPP60583131103,0.04410099514858208
APPR30748409317,0.010614122453103805
APPS10305693407,0.005387760929851354
APPT10792153527,0.015259089051652455
APPU80979985636,0.013062523610432506
APPW90127018832,0.025297285146972784
APPX40629447906,0.07647949719022754
APPZ20101292145,0.004366331803787263
APPB10848417338,0.005508711267395687
APPC40239663433,0.020398569182506016
APPD20097051518,0.05057819314967328
APPE50963262622,0.017203433216628088
APPF90075697702,0.05094860260089101
APPH10711077908,0.007820255597649308
APPI90021288035,0.00031055006752449607
APPJ80748148121,0.0009538103294894462
APPK10288641218,0.01006773535168332
APPL90732086337,0.0020779499346420703
APPM70990842401,0.009692663817326062
APPN80617857512,0.0005564219997260063
APPO50383745617,0.013171682460494293
APPP60172178734,0.0024682220304923183
APPR10764977942,0.07182296197479969
APPT10480648139,0.01929032926611518
APPU60453258232,0.0068390628085933
APPX90855367529,0.023844336893907705
APPY50250927615,0.013097608158080124
APPZ70422039734,0.007984122831158453
APPA30393886847,0.03192612925281123
APPB50127764908,0.004450958880870992
APPC10119469018,0.01274361017903495
APPD90858748146,0.0008712089435534956
APPE30664988236,0.05373865908795644
APPF20625877301,0.018133127270064518
APPH30151345509,0.007561264884907416
APPI50441679612,0.0009416676432211495
APPJ30361269731,0.030000289037395406
APPL80614874904,0.001908247594363533
APPM50228117025,0.05740599640567335
APPN70012683119,0.01072893809684428
APPO90770468211,0.006735479188423281
